station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
GASSIM,GASSIM,2025-07-14 20:00:00,35,-4,5.1,9900,Summer,7,20
WEJH,WEJH,2025-07-14 20:00:00,29,23,0,9900,Summer,7,20
HAIL,HAIL,2025-07-14 20:00:00,34,-7,3.1,9900,Summer,7,20
RAFHA,RAFHA,2025-07-14 20:00:00,34,-2,1.5,9900,Summer,7,20
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 20:00:00,35,16,1.5,9900,Summer,7,20
BISHA,BISHA,2025-07-14 20:00:00,33,2,5.1,9900,Summer,7,20
KING KHALED AB,KING KHALED AB,2025-07-14 20:00:00,24,3,0,9900,Summer,7,20
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 20:00:00,36,5,5.7,9900,Summer,7,20
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 20:00:00,31,-7,3.6,9900,Summer,7,20
TAIF,TAIF,2025-07-14 19:00:00,28,-2,3.6,9900,Summer,7,19
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 19:00:00,36,-3,2.6,9900,Summer,7,19
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 19:00:00,36,10,2.6,9900,Summer,7,19
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 19:00:00,36,15,1,9900,Summer,7,19
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 19:00:00,37,11,1.5,8000,Summer,7,19
HAIL,HAIL,2025-07-14 19:00:00,36,-8,3.1,9900,Summer,7,19
TABUK,TABUK,2025-07-14 19:00:00,35,1,3.6,9900,Summer,7,19
SHARURAH,SHARURAH,2025-07-14 19:00:00,35,-9,2.1,9900,Summer,7,19
NEJRAN,NEJRAN,2025-07-14 19:00:00,33,-6,1,9900,Summer,7,19
KING KHALED AB,KING KHALED AB,2025-07-14 19:00:00,25,3,0,9900,Summer,7,19
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 19:00:00,33,-6,3.6,9900,Summer,7,19
WEJH,WEJH,2025-07-14 19:00:00,30,24,1.5,9900,Summer,7,19
QAISUMAH,QAISUMAH,2025-07-14 19:00:00,39,-5,2.1,9900,Summer,7,19
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 19:00:00,35,18,2.1,9900,Summer,7,19
AL BAHA,AL BAHA,2025-07-14 19:00:00,29,0,7.2,9900,Summer,7,19
BISHA,BISHA,2025-07-14 19:00:00,34,5,4.1,6000,Summer,7,19
ABHA,ABHA,2025-07-14 19:00:00,24,4,0,9900,Summer,7,19
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 19:00:00,36,5,5.1,9900,Summer,7,19
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 19:00:00,36,10,5.1,9900,Summer,7,19
RAFHA,RAFHA,2025-07-14 19:00:00,36,-1,3.1,9900,Summer,7,19
AL AHSA,AL AHSA,2025-07-14 19:00:00,38,9,0,9900,Summer,7,19
AL JOUF,AL JOUF,2025-07-14 19:00:00,34,-5,3.1,9900,Summer,7,19
ARAR,ARAR,2025-07-14 19:00:00,35,-8,2.6,9900,Summer,7,19
TURAIF,TURAIF,2025-07-14 19:00:00,32,-2,4.1,9900,Summer,7,19
YENBO,YENBO,2025-07-14 19:00:00,31,28,4.1,9900,Summer,7,19
KING KHALED INTL,KING KHALED INTL,2025-07-14 19:00:00,37,-4,2.6,9900,Summer,7,19
GASSIM,GASSIM,2025-07-14 19:00:00,35,-4,4.6,9900,Summer,7,19
GURIAT,GURIAT,2025-07-14 19:00:00,31,11,7.2,9900,Summer,7,19
SHARURAH,SHARURAH,2025-07-14 18:00:00,37.9,-6,2.1,10000,Summer,7,18
KING KHALED INTL,KING KHALED INTL,2025-07-14 18:00:00,39.4,-5,3.6,10000,Summer,7,18
GASSIM,GASSIM,2025-07-14 18:00:00,36,-4,3.1,10000,Summer,7,18
KING KHALED AB,KING KHALED AB,2025-07-14 18:00:00,25.4,3,1.5,10000,Summer,7,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 18:00:00,36.5,9,2.6,10000,Summer,7,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 18:00:00,37.1,11,7.2,10000,Summer,7,18
HAIL,HAIL,2025-07-14 18:00:00,36.4,-6,5.1,10000,Summer,7,18
MINA,MINA,2025-07-14 18:00:00,37.3,7,2.6,10000,Summer,7,18
WEJH,WEJH,2025-07-14 18:00:00,30.1,24,2.1,10000,Summer,7,18
ARAR,ARAR,2025-07-14 18:00:00,37,-7,3.6,10000,Summer,7,18
TAIF,TAIF,2025-07-14 18:00:00,28.6,-1,6.2,10000,Summer,7,18
NEJRAN,NEJRAN,2025-07-14 18:00:00,34.6,-6,2.1,10000,Summer,7,18
BISHA,BISHA,2025-07-14 18:00:00,33.9,5,4.1,10000,Summer,7,18
AL AHSA,AL AHSA,2025-07-14 18:00:00,39.6,10,1.5,10000,Summer,7,18
AL JOUF,AL JOUF,2025-07-14 18:00:00,36.2,-5,4.1,10000,Summer,7,18
AL BAHA,AL BAHA,2025-07-14 18:00:00,30.2,1,9.3,6000,Summer,7,18
YENBO,YENBO,2025-07-14 18:00:00,32.1,27,4.6,10000,Summer,7,18
AL-DAWADAMI,AL-DAWADAMI,2025-07-14 18:00:00,34.3,-7,3.6,10000,Summer,7,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 18:00:00,37.3,13,1.5,8000,Summer,7,18
TABUK,TABUK,2025-07-14 18:00:00,36,3,4.1,10000,Summer,7,18
QAISUMAH,QAISUMAH,2025-07-14 18:00:00,40.2,-7,2.1,10000,Summer,7,18
RAFHA,RAFHA,2025-07-14 18:00:00,37.4,0,3.1,10000,Summer,7,18
TURAIF,TURAIF,2025-07-14 18:00:00,33.4,-3,3.6,10000,Summer,7,18
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 18:00:00,35,21,4.1,10000,Summer,7,18
ABHA,ABHA,2025-07-14 18:00:00,25.2,2,0,10000,Summer,7,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 18:00:00,37,-3,2.6,10000,Summer,7,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 18:00:00,36.9,6,4.6,10000,Summer,7,18
GURIAT,GURIAT,2025-07-14 18:00:00,32.9,7,4.6,10000,Summer,7,18
ABHA,ABHA,2025-07-14 17:00:00,26,2,0,9900,Summer,7,17
KING KHALED AB,KING KHALED AB,2025-07-14 17:00:00,26,3,2.6,9999,Summer,7,17
SHARURAH,SHARURAH,2025-07-14 17:00:00,40,-5,2.6,9900,Summer,7,17
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 17:00:00,39,9,6.2,9900,Summer,7,17
TABUK,TABUK,2025-07-14 17:00:00,37,4,5.7,9900,Summer,7,17
GURIAT,GURIAT,2025-07-14 17:00:00,35,0,7.7,9900,Summer,7,17
RAFHA,RAFHA,2025-07-14 17:00:00,39,0,2.6,9900,Summer,7,17
AL JOUF,AL JOUF,2025-07-14 17:00:00,38,-4,3.6,9900,Summer,7,17
WEJH,WEJH,2025-07-14 17:00:00,30,24,2.6,9900,Summer,7,17
BISHA,BISHA,2025-07-14 17:00:00,35,4,6.2,9900,Summer,7,17
AL AHSA,AL AHSA,2025-07-14 17:00:00,42,10,3.1,9900,Summer,7,17
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 17:00:00,38,13,2.1,9900,Summer,7,17
AL BAHA,AL BAHA,2025-07-14 17:00:00,31,1,8.2,3000,Summer,7,17
NEJRAN,NEJRAN,2025-07-14 17:00:00,36,-6,3.1,9999,Summer,7,17
KING KHALED INTL,KING KHALED INTL,2025-07-14 17:00:00,41,-4,4.1,9900,Summer,7,17
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 17:00:00,38,6,5.7,9900,Summer,7,17
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 17:00:00,36,-8,2.6,9900,Summer,7,17
GASSIM,GASSIM,2025-07-14 17:00:00,37,-1,3.6,9900,Summer,7,17
ARAR,ARAR,2025-07-14 17:00:00,39,-7,3.1,9900,Summer,7,17
TURAIF,TURAIF,2025-07-14 17:00:00,35,-5,4.1,9900,Summer,7,17
HAIL,HAIL,2025-07-14 17:00:00,37,-9,5.1,9900,Summer,7,17
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 17:00:00,38,9,3.6,9900,Summer,7,17
YENBO,YENBO,2025-07-14 17:00:00,34,21,5.1,9900,Summer,7,17
QAISUMAH,QAISUMAH,2025-07-14 17:00:00,41,-6,2.1,9900,Summer,7,17
TAIF,TAIF,2025-07-14 17:00:00,29,-3,7.2,9900,Summer,7,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 17:00:00,34,22,7.7,9900,Summer,7,17
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 17:00:00,39,-3,3.1,9900,Summer,7,17
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 17:00:00,39,13,1,8000,Summer,7,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 16:00:00,35,22,7.7,8000,Summer,7,16
ABHA,ABHA,2025-07-14 16:00:00,27,2,2.1,9999,Summer,7,16
SHARURAH,SHARURAH,2025-07-14 16:00:00,41,-7,2.6,9900,Summer,7,16
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 16:00:00,39,13,4.6,9900,Summer,7,16
YENBO,YENBO,2025-07-14 16:00:00,36,19,5.7,9900,Summer,7,16
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 16:00:00,39,14,3.6,8000,Summer,7,16
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 16:00:00,39,-5,3.1,9900,Summer,7,16
TABUK,TABUK,2025-07-14 16:00:00,39,4,6.7,9999,Summer,7,16
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 16:00:00,41,-1,3.1,9900,Summer,7,16
NEJRAN,NEJRAN,2025-07-14 16:00:00,37,-7,4.1,9999,Summer,7,16
RAFHA,RAFHA,2025-07-14 16:00:00,42,0,6.7,9900,Summer,7,16
AL JOUF,AL JOUF,2025-07-14 16:00:00,40,-5,5.7,9900,Summer,7,16
HAIL,HAIL,2025-07-14 16:00:00,38,-8,6.2,9900,Summer,7,16
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 16:00:00,40,13,2.1,8000,Summer,7,16
GASSIM,GASSIM,2025-07-14 16:00:00,41,-2,4.6,9900,Summer,7,16
ARAR,ARAR,2025-07-14 16:00:00,41,-5,4.6,9900,Summer,7,16
TURAIF,TURAIF,2025-07-14 16:00:00,37,-5,4.6,9900,Summer,7,16
TAIF,TAIF,2025-07-14 16:00:00,30,-2,8.2,9900,Summer,7,16
AL BAHA,AL BAHA,2025-07-14 16:00:00,31,2,9.3,3000,Summer,7,16
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 16:00:00,40,8,9.3,9999,Summer,7,16
GURIAT,GURIAT,2025-07-14 16:00:00,38,0,8.8,9900,Summer,7,16
KING KHALED AB,KING KHALED AB,2025-07-14 16:00:00,27,4,4.1,9999,Summer,7,16
BISHA,BISHA,2025-07-14 16:00:00,37,5,6.2,9900,Summer,7,16
KING KHALED INTL,KING KHALED INTL,2025-07-14 16:00:00,42,-5,5.1,9900,Summer,7,16
AL AHSA,AL AHSA,2025-07-14 16:00:00,43,12,4.1,9900,Summer,7,16
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 16:00:00,40,10,6.2,9900,Summer,7,16
QAISUMAH,QAISUMAH,2025-07-14 16:00:00,43,-9,2.1,9900,Summer,7,16
WEJH,WEJH,2025-07-14 16:00:00,31,24,3.6,9900,Summer,7,16
WEJH,WEJH,2025-07-14 15:00:00,30.7,24,4.6,10000,Summer,7,15
SHARURAH,SHARURAH,2025-07-14 15:00:00,42.4,-9,3.1,10000,Summer,7,15
KING KHALED INTL,KING KHALED INTL,2025-07-14 15:00:00,43,-4,5.1,9900,Summer,7,15
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 15:00:00,41,-4,2.6,9900,Summer,7,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 15:00:00,42,4,6.2,9999,Summer,7,15
QAISUMAH,QAISUMAH,2025-07-14 15:00:00,45,-7,3.1,9900,Summer,7,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 15:00:00,35.9,20,8.8,9000,Summer,7,15
KING KHALED AB,KING KHALED AB,2025-07-14 15:00:00,29.1,4,5.7,10000,Summer,7,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 15:00:00,44,-4,5.1,9900,Summer,7,15
KING KHALED INTL,KING KHALED INTL,2025-07-14 15:00:00,43.3,-4,5.1,10000,Summer,7,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 15:00:00,39.5,15,4.6,10000,Summer,7,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 15:00:00,40,15,4.6,9900,Summer,7,15
YENBO,YENBO,2025-07-14 15:00:00,35,27,6.7,10000,Summer,7,15
AL AHSA,AL AHSA,2025-07-14 15:00:00,44.4,7,2.6,10000,Summer,7,15
AL AHSA,AL AHSA,2025-07-14 15:00:00,44,7,2.6,9900,Summer,7,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 15:00:00,41,5,6.7,9900,Summer,7,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 15:00:00,43,9,3.1,8000,Summer,7,15
GASSIM,GASSIM,2025-07-14 15:00:00,43,-2,6.2,9900,Summer,7,15
GURIAT,GURIAT,2025-07-14 15:00:00,40,-5,8.2,9900,Summer,7,15
AL JOUF,AL JOUF,2025-07-14 15:00:00,41,-6,4.6,9900,Summer,7,15
TURAIF,TURAIF,2025-07-14 15:00:00,38.4,-4,7.2,10000,Summer,7,15
HAIL,HAIL,2025-07-14 15:00:00,40,-7,2.1,9900,Summer,7,15
TAIF,TAIF,2025-07-14 15:00:00,32.1,-1,8.2,10000,Summer,7,15
NEJRAN,NEJRAN,2025-07-14 15:00:00,38.2,-7,5.1,10000,Summer,7,15
NEJRAN,NEJRAN,2025-07-14 15:00:00,38,-7,5.1,9999,Summer,7,15
BISHA,BISHA,2025-07-14 15:00:00,39,-7,4.6,9900,Summer,7,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 15:00:00,43.2,9,3.1,8000,Summer,7,15
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 15:00:00,41,11,2.6,8000,Summer,7,15
RAFHA,RAFHA,2025-07-14 15:00:00,43.3,0,7.2,10000,Summer,7,15
RAFHA,RAFHA,2025-07-14 15:00:00,43,0,7.2,9900,Summer,7,15
ARAR,ARAR,2025-07-14 15:00:00,42.2,-5,5.1,10000,Summer,7,15
TURAIF,TURAIF,2025-07-14 15:00:00,38,-4,7.2,9900,Summer,7,15
WEJH,WEJH,2025-07-14 15:00:00,31,24,4.6,9900,Summer,7,15
HAIL,HAIL,2025-07-14 15:00:00,39.6,-7,2.1,10000,Summer,7,15
AL BAHA,AL BAHA,2025-07-14 15:00:00,32,4,8.2,3000,Summer,7,15
AL BAHA,AL BAHA,2025-07-14 15:00:00,32.4,4,8.2,3000,Summer,7,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 15:00:00,36,20,8.8,9000,Summer,7,15
KING KHALED AB,KING KHALED AB,2025-07-14 15:00:00,29,4,5.7,9999,Summer,7,15
MINA,MINA,2025-07-14 15:00:00,40.3,7,3.1,10000,Summer,7,15
YENBO,YENBO,2025-07-14 15:00:00,35,27,6.7,9900,Summer,7,15
TABUK,TABUK,2025-07-14 15:00:00,40.6,2,5.1,10000,Summer,7,15
QAISUMAH,QAISUMAH,2025-07-14 15:00:00,45,-7,3.1,10000,Summer,7,15
AL JOUF,AL JOUF,2025-07-14 15:00:00,40.5,-6,4.6,10000,Summer,7,15
ARAR,ARAR,2025-07-14 15:00:00,42,-5,5.1,9900,Summer,7,15
TAIF,TAIF,2025-07-14 15:00:00,32,-1,8.2,9900,Summer,7,15
ABHA,ABHA,2025-07-14 15:00:00,27.9,3,2.1,10000,Summer,7,15
ABHA,ABHA,2025-07-14 15:00:00,28,3,2.1,9999,Summer,7,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 15:00:00,43.6,-4,5.1,10000,Summer,7,15
SHARURAH,SHARURAH,2025-07-14 15:00:00,42,-9,3.1,9900,Summer,7,15
BISHA,BISHA,2025-07-14 15:00:00,39.3,-7,4.6,10000,Summer,7,15
AL-DAWADAMI,AL-DAWADAMI,2025-07-14 15:00:00,40.6,-4,2.6,10000,Summer,7,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 15:00:00,41.1,5,6.7,10000,Summer,7,15
GASSIM,GASSIM,2025-07-14 15:00:00,43,-2,6.2,10000,Summer,7,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 15:00:00,42.3,4,6.2,10000,Summer,7,15
TABUK,TABUK,2025-07-14 15:00:00,41,2,5.1,9999,Summer,7,15
GURIAT,GURIAT,2025-07-14 15:00:00,40.2,-5,8.2,10000,Summer,7,15
ABHA,ABHA,2025-07-14 14:00:00,29,3,5.1,9999,Summer,7,14
KING KHALED AB,KING KHALED AB,2025-07-14 14:00:00,30,2,5.1,8000,Summer,7,14
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 14:00:00,44,-4,5.1,9900,Summer,7,14
BISHA,BISHA,2025-07-14 14:00:00,40,-7,5.1,9900,Summer,7,14
AL AHSA,AL AHSA,2025-07-14 14:00:00,46,6,2.6,9900,Summer,7,14
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 14:00:00,44,10,3.1,8000,Summer,7,14
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 14:00:00,41,-3,4.1,9900,Summer,7,14
GURIAT,GURIAT,2025-07-14 14:00:00,41,-2,5.1,9900,Summer,7,14
TURAIF,TURAIF,2025-07-14 14:00:00,39,-6,5.1,9900,Summer,7,14
AL BAHA,AL BAHA,2025-07-14 14:00:00,34,0,8.2,6000,Summer,7,14
GASSIM,GASSIM,2025-07-14 14:00:00,44,-2,3.6,9900,Summer,7,14
WEJH,WEJH,2025-07-14 14:00:00,31,25,5.7,9900,Summer,7,14
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 14:00:00,42,5,7.7,9900,Summer,7,14
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 14:00:00,42,12,3.6,8000,Summer,7,14
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 14:00:00,43,2,7.2,9999,Summer,7,14
QAISUMAH,QAISUMAH,2025-07-14 14:00:00,46,-7,3.1,9900,Summer,7,14
ARAR,ARAR,2025-07-14 14:00:00,43,-5,6.2,9900,Summer,7,14
HAIL,HAIL,2025-07-14 14:00:00,40,-7,1,9900,Summer,7,14
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 14:00:00,36,22,8.2,9000,Summer,7,14
NEJRAN,NEJRAN,2025-07-14 14:00:00,39,-6,4.1,9999,Summer,7,14
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 14:00:00,42,9,6.7,9900,Summer,7,14
KING KHALED INTL,KING KHALED INTL,2025-07-14 14:00:00,44,-4,4.6,9900,Summer,7,14
YENBO,YENBO,2025-07-14 14:00:00,37,23,8.2,9900,Summer,7,14
TABUK,TABUK,2025-07-14 14:00:00,40,1,2.1,9999,Summer,7,14
RAFHA,RAFHA,2025-07-14 14:00:00,44,0,7.7,9900,Summer,7,14
TAIF,TAIF,2025-07-14 14:00:00,33,1,8.8,9900,Summer,7,14
SHARURAH,SHARURAH,2025-07-14 14:00:00,44,-11,3.1,9900,Summer,7,14
AL JOUF,AL JOUF,2025-07-14 14:00:00,41,-5,4.1,9900,Summer,7,14
HAIL,HAIL,2025-07-14 13:00:00,40,-3,0,9900,Summer,7,13
TAIF,TAIF,2025-07-14 13:00:00,34,-1,8.8,9900,Summer,7,13
YENBO,YENBO,2025-07-14 13:00:00,37,24,10.3,9900,Summer,7,13
AL AHSA,AL AHSA,2025-07-14 13:00:00,46,6,1.5,9900,Summer,7,13
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-14 13:00:00,42,13,3.6,8000,Summer,7,13
GASSIM,GASSIM,2025-07-14 13:00:00,44,-1,3.1,9900,Summer,7,13
GURIAT,GURIAT,2025-07-14 13:00:00,41,-7,5.1,9900,Summer,7,13
AL JOUF,AL JOUF,2025-07-14 13:00:00,41,-6,6.2,9900,Summer,7,13
ARAR,ARAR,2025-07-14 13:00:00,44,-4,3.6,9900,Summer,7,13
WEJH,WEJH,2025-07-14 13:00:00,32,24,6.2,9900,Summer,7,13
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 13:00:00,41,-5,0,9900,Summer,7,13
TURAIF,TURAIF,2025-07-14 13:00:00,39,-7,4.1,9900,Summer,7,13
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 13:00:00,37,21,6.7,9000,Summer,7,13
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 13:00:00,45,-3,6.2,9900,Summer,7,13
AL BAHA,AL BAHA,2025-07-14 13:00:00,35,-1,7.7,9900,Summer,7,13
NEJRAN,NEJRAN,2025-07-14 13:00:00,40,-5,7.2,9999,Summer,7,13
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 13:00:00,44,-2,3.6,9999,Summer,7,13
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-14 13:00:00,45,11,3.6,7000,Summer,7,13
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-14 13:00:00,43,0,7.2,9999,Summer,7,13
QAISUMAH,QAISUMAH,2025-07-14 13:00:00,46,-5,4.1,9900,Summer,7,13
KING KHALED AB,KING KHALED AB,2025-07-14 13:00:00,30,4,3.1,8000,Summer,7,13
ABHA,ABHA,2025-07-14 13:00:00,29,2,4.6,9999,Summer,7,13
BISHA,BISHA,2025-07-14 13:00:00,40,-4,3.1,9900,Summer,7,13
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 13:00:00,42,8,5.1,9900,Summer,7,13
KING KHALED INTL,KING KHALED INTL,2025-07-14 13:00:00,45,-4,3.6,9900,Summer,7,13
RAFHA,RAFHA,2025-07-14 13:00:00,44,0,6.7,9900,Summer,7,13
SHARURAH,SHARURAH,2025-07-14 13:00:00,44,-11,3.6,9900,Summer,7,13
TABUK,TABUK,2025-07-14 13:00:00,40,2,2.6,9999,Summer,7,13
AL BAHA,AL BAHA,2025-07-14 12:00:00,34.1,-8,4.1,10000,Summer,7,12
BISHA,BISHA,2025-07-14 12:00:00,39,-7,3.1,10000,Summer,7,12
MINA,MINA,2025-07-14 12:00:00,41.6,11,6.2,10000,Summer,7,12
YENBO,YENBO,2025-07-14 12:00:00,38,20,8.8,9900,Summer,7,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 12:00:00,42.2,-1,5.1,10000,Summer,7,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-14 12:00:00,42,-1,5.1,9999,Summer,7,12
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-14 12:00:00,42,-3,0,9900,Summer,7,12
GURIAT,GURIAT,2025-07-14 12:00:00,41,-7,5.1,9900,Summer,7,12
RAFHA,RAFHA,2025-07-14 12:00:00,44,0,5.1,9900,Summer,7,12
AL JOUF,AL JOUF,2025-07-14 12:00:00,40.9,-4,5.1,10000,Summer,7,12
ARAR,ARAR,2025-07-14 12:00:00,43,-5,4.1,9900,Summer,7,12
WEJH,WEJH,2025-07-14 12:00:00,32,26,7.2,9900,Summer,7,12
TAIF,TAIF,2025-07-14 12:00:00,35,-2,7.7,9900,Summer,7,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-14 12:00:00,37,20,8.8,9000,Summer,7,12
ABHA,ABHA,2025-07-14 12:00:00,30,2,5.1,9999,Summer,7,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 12:00:00,45,-1,5.1,10000,Summer,7,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-14 12:00:00,45,-1,5.1,9900,Summer,7,12
NEJRAN,NEJRAN,2025-07-14 12:00:00,40,-5,5.1,9999,Summer,7,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 12:00:00,42,7,6.7,9900,Summer,7,12
KING KHALED INTL,KING KHALED INTL,2025-07-14 12:00:00,45.1,-4,4.1,10000,Summer,7,12
KING KHALED INTL,KING KHALED INTL,2025-07-14 12:00:00,45,-4,4.1,9900,Summer,7,12
TABUK,TABUK,2025-07-14 12:00:00,41,3,4.6,10000,Summer,7,12
TABUK,TABUK,2025-07-14 12:00:00,41,3,4.6,9900,Summer,7,12
GURIAT,GURIAT,2025-07-14 12:00:00,40.8,-7,5.1,10000,Summer,7,12
HAIL,HAIL,2025-07-14 12:00:00,39.6,-3,2.1,10000,Summer,7,12
NEJRAN,NEJRAN,2025-07-14 12:00:00,40.2,-5,5.1,10000,Summer,7,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-14 12:00:00,42,7,6.7,10000,Summer,7,12
YENBO,YENBO,2025-07-14 12:00:00,38.2,20,8.8,10000,Summer,7,12
